,id,name,rating,time,servings,yield,course0,cuisine0,Piquant,Sour,Salty,Sweet,Bitter,Meaty,cuisine1,holiday0,holiday1,holiday2,course1,cuisine2,course2,course3,holiday3,cuisine3,course4,holiday4,Cajun & Creole,Spanish,Hawaiian,Kid-Friendly,Indian,English,Greek,Thai,Southwestern,Italian,Mediterranean,Irish,Southern & Soul Food,Hungarian,American,Mexican,Swedish,Moroccan,Barbecue,German,Asian,Portuguese,Vietnamese,Japanese,Cuban,French,Chinese,Breads,Soups,Afternoon Tea,Cocktails,Beverages,Lunch and Snacks,Main Dishes,Appetizers,Breakfast and Brunch,Desserts,Condiments and Sauces,Side Dishes,Salads,Game Day,Christmas,Unnamed: 69,4th of July,New Year,Passover,Sommer Cocktail Party,Fall,Winter,Chinese New Year,Valentine's Day,Thanksgiving,Thanksgivukkah,Spring,Summer,Hanukkah,Sunday Lunch,Easter,St. Patrick's Day,Halloween,number_of_ingredients,taste_sum,parsed,failed,ingredient0,ingredient1,ingredient2,ingredient3,ingredient4,ingredient5,ingredient6,ingredient7,ingredient8,ingredient9,ingredient10,ingredient11,ingredient12,ingredient13,ingredient14,ingredient15,ingredient16,ingredient17,ingredient18,ingredient19,ingredient0qty,ingredient0type,ingredient1qty,ingredient1type,ingredient2qty,ingredient2type,ingredient3qty,ingredient3type,ingredient4qty,ingredient4type,ingredient5qty,ingredient5type,ingredient6qty,ingredient6type,ingredient7qty,ingredient7type,ingredient8qty,ingredient8type,ingredient9qty,ingredient9type,ingredient10qty,ingredient10type,ingredient11qty,ingredient11type,ingredient12qty,ingredient12type,ingredient13qty,ingredient13type,ingredient14qty,ingredient14type,ingredient15qty,ingredient15type,ingredient16qty,ingredient16type,ingredient17qty,ingredient17type,ingredient18qty,ingredient18type,ingredient19qty,ingredient19type,amount_error
19241,Easy-Spinach-Lasagna-With-White-Sauce-Allrecipes,Easy Spinach Lasagna with White Sauce,5,5100.0,9.0,9 servings,Main Dishes,Italian,0.0,0.1667,0.1667,0.5,0.1667,0.1667,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1.1668,True,0,spinach,pasta,skim milk,noodles,ricotta cheese,eggs,carrots,mushrooms,mozzarella cheese,,,,,,,,,,,,283.5,wt,822.1500000000001,wt,118.295,vol,226.8,wt,473.18,vol,1.0,whole,226.8,wt,226.8,wt,118.295,vol,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
19242,Mongolian-Beef-MyRecipes-211630,Mongolian Beef,5,1200.0,4.0,4 servings (serving size: 1 cup),Main Dishes,Asian,0.0,0.3333,0.6667,0.6667,0.3333,0.1667,Chinese,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2.1667,True,0,soy sauce,sugar,cornstarch,dry sherry,hoisin sauce,rice vinegar,chiles,salt,peanut oil,minced fresh ginger,minced garlic,sirloin,medium onion,,,,,,,,29.574,vol,4.929,vol,4.929,vol,9.858,vol,9.858,vol,4.929,vol,4.929,vol,1.23225,vol,9.858,vol,14.787,vol,14.787,vol,453.6,wt,0.0,wt,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
19244,Baked-Italian-Penne-_Freezer-Meals_-_BacktoSchool-1394105,Baked Italian Penne {Freezer Meals} #BacktoSchool,4,3600.0,8.0,8,Main Dishes,Italian,0.0,0.1667,0.6667,0.1667,0.5,0.3333,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1.8334,True,0,tomato sauce,cloves garlic,olive oil,large onion,dried oregano,basil,salt,pepper,garlic powder,onion powder,mushrooms,turkey,penne,mozzarella,,,,,,,765.45,wt,6.0,whole,4.0,whole,2.0,whole,2.0,whole,2.0,whole,2.0,whole,2.0,whole,0.0,vol,0.0,vol,453.6,wt,907.2,wt,907.2,wt,946.36,vol,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
19257,Veganized-Indian-Butter-Chicken-_Murgh-Makhani_-758976,Veganized Indian Butter Chicken (Murgh Makhani),4,5400.0,4.0,4 servings,Main Dishes,Indian,0.8333,0.6667,0.1667,0.1667,0.1667,0.1667,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2.1668000000000003,True,0,plain yogurt,garam masala,cloves garlic,ginger,lime juice,cashews,water,olive oil,small onion,cloves garlic,ginger,curry powder,chopped tomatoes,tomato paste,yeast,cayenne pepper,salt to taste,olive oil,olive oil,,1.0,whole,9.858,vol,1.0,whole,2.4645,vol,0.0,wt,118.295,vol,236.59,vol,0.0,whole,1.0,whole,2.0,whole,4.929,vol,14.787,vol,5.0,whole,14.787,vol,14.787,vol,0.0,whole,0.0,whole,0.0,vol,0.0,vol,0.0,,0
19261,Lobster-Newburg-Martha-Stewart,Lobster Newburg,5,,6.0,servings: 6,Main Dishes,French,0.0,0.5,0.8333,0.5,1.0,0.6667,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3.5,True,0,lobsters,unsalted butter,"medium onion, chopped",celery stalk,leeks,carrots,fresh tarragon,all-purpose flour,dry sherry,tomato paste,heavy cream,salt,black pepper,large egg yolks,,,,,,,567.0,wt,59.148,vol,1.0,whole,2.0,whole,0.0,wt,4.0,whole,8.0,whole,29.574,vol,59.1475,vol,9.858,vol,118.295,vol,4.929,vol,0.616125,vol,0.0,wt,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
19274,Salmon-With-Tomatoes-Allrecipes,Salmon with Tomatoes,5,2700.0,2.0,2 servings,Main Dishes,American,0.3333,0.3333,0.3333,0.1667,0.1667,0.3333,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1.6666,True,0,white rice,water,oil,salmon fillet,salt and pepper to taste,salt and pepper to taste,dill,paprika,tomatoes,minced garlic,lemon juice,chopped fresh parsley,parmesan cheese,butter,hot peppers,,,,,,236.59,vol,473.18,vol,36.9675,vol,170.10000000000002,wt,0.0,whole,0.0,whole,2.4645,vol,1.23225,vol,2.0,whole,7.3935,vol,4.929,vol,44.361000000000004,vol,59.1475,vol,29.574,vol,4.0,whole,0.0,,0.0,,0.0,,0.0,,0.0,,0
19285,Stir-fried-rice-noodles-with-eggs-and-greens-302354,Stir-Fried Rice Noodles with Eggs and Greens,5,2100.0,4.0,serves 4,Main Dishes,Asian,0.1667,0.8333,0.1667,0.1667,0.1667,0.1667,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1.6668000000000005,True,0,rice noodles,canola oil,eggs,kosher salt,bok choy,"garlic cloves, minced",scallions,chili flakes,light soy sauce,,,,,,,,,,,,226.8,wt,59.148,vol,4.0,whole,0.0,whole,0.0,wt,9.858,vol,2.0,whole,4.929,vol,14.787,vol,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
19294,Authentic-Steak-Tacos-1224798,Authentic Steak Tacos,4,2700.0,4.0,,Main Dishes,Mexican,0.8333,0.6667,0.1667,0.1667,0.1667,0.3333,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2.3334,True,0,sirloin,salt and pepper to taste,salt and pepper to taste,minced garlic,vegetable oil,corn tortillas,medium onion,hot peppers,lime,fresh cilantro,,,,,,,,,,,907.2,wt,0.0,whole,0.0,whole,0.0,whole,59.1475,vol,16.0,whole,1.0,whole,4.0,whole,3.0,whole,1.0,whole,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
19299,Chicken-lo-mein-with-ginger-mushrooms-359898,Chicken Lo Mein with Ginger Mushrooms,4,1500.0,3.0,Serves 3 as a main dish or 4 as part of a multicourse meal.,Main Dishes,Chinese,0.1667,0.5,0.1667,0.1667,0.3333,0.3333,Asian,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1.6666999999999998,True,0,egg noodles,sesame oil,chicken thighs,ginger,shao hsing rice wine or dry sherry,cornstarch,soy sauce,salt,white pepper,peanut oil,red pepper flakes,napa cabbage,shiitake mushrooms,scallions,,,,,,,340.20000000000005,wt,9.858,vol,340.20000000000005,wt,14.787,vol,4.929,vol,4.929,vol,4.929,vol,4.929,vol,1.23225,vol,29.574,vol,1.23225,vol,709.77,vol,113.4,wt,118.295,vol,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
19301,Southwestern-Flavored-Ground-Beef-or-Turkey-for-Tacos-_-Salad-546903,Southwestern-Flavored Ground Beef or Turkey for Tacos & Salad,4,2400.0,10.0,10 servings,Main Dishes,American,0.3333,0.5,0.3333,0.5,0.5,1.0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3.1666,True,0,olive oil,chopped onion,"garlic cloves, minced",chili powder,dried oregano,ground cumin,lean beef,tomatoes,salt and pepper to taste,salt and pepper to taste,cornmeal,,,,,,,,,,29.574,vol,1.0,whole,3.0,whole,44.361000000000004,vol,9.858,vol,14.787,vol,1360.8000000000002,wt,411.07500000000005,wt,0.0,whole,0.0,whole,59.1475,vol,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
19303,Grilled-Brined-Shrimp-With-Garlic-Oil-Epicurious,Grilled Brined Shrimp with Garlic Oil,5,3000.0,6.0,Makes 8 appetizer or 4 to 6 main-course servings,Main Dishes,American,0.1667,0.8333,0.1667,0.3333,0.6667,0.3333,,,,,Appetizers,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2.5,True,0,ice water,coarse kosher salt,dry white wine,bay leaf,lemon wedges,black peppercorns,shrimp,extra-virgin olive oil,cloves garlic,bread,,,,,,,,,,,1892.72,vol,78.86333333333333,vol,236.59,vol,6.0,whole,2.0,whole,2.4645,vol,907.2,wt,177.4425,vol,4.0,whole,1.0,whole,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
19305,Pork-Tenderloin-with-Roasted-Apples-and-Onions-Martha-Stewart,Pork Tenderloin with Roasted Apples and Onions,4,3600.0,4.0,servings: 4,Main Dishes,American,0.0,0.1667,0.1667,0.6667,0.3333,1.0,,Fall,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,2.3334,True,0,balsamic vinegar,maple syrup,apples,large onion,olive oil,coarse salt and pepper,coarse salt and pepper,pork tenderloin,buttermilk,,,,,,,,,,,,59.1475,vol,29.574,vol,3.0,whole,1.0,whole,14.787,vol,0.0,wt,0.0,wt,340.20000000000005,wt,0.0,whole,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
19325,Italian-Sausage-With-Farfalle-And-Broccoli-Rabe-Allrecipes,Italian Sausage with Farfalle and Broccoli Rabe,4,2100.0,10.0,10 servings,Main Dishes,Italian,0.0,0.6667,0.8333,0.1667,0.6667,0.6667,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3.0001,True,0,farfalle,olive oil,italian sausage,"garlic cloves, minced",chicken broth,red pepper flakes,broccoli rabe,butter,parmesan cheese,salt,black pepper,,,,,,,,,,453.6,wt,14.787,vol,453.6,wt,2.0,whole,591.475,vol,0.616125,vol,1.0,whole,59.1475,vol,354.885,vol,1.23225,vol,1.23225,vol,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
19326,Mushroom-Stroganoff-MyRecipes-246752,Mushroom Stroganoff,4,2400.0,4.0,4 servings (serving size: 1 3/4 cups),Main Dishes,American,0.0,0.3333,0.5,0.5,0.3333,0.1667,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.8333,True,0,egg noodles,butter,mushrooms,chopped onion,all-purpose flour,milk,dry sherry,melted butter,salt,black pepper,sour cream,chopped chives,,,,,,,,,828.065,vol,0.0,wt,0.0,wt,236.59,vol,44.361000000000004,vol,354.885,vol,44.361000000000004,vol,29.574,vol,2.4645,vol,2.4645,vol,118.295,vol,22.180500000000002,vol,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
19328,Sausage-With-Beans-And-Escarole-My-Recipes,Sausage with Beans and Escarole,4,,6.0,6 Servings,Main Dishes,American,0.0,0.6667,0.1667,0.6667,1.0,0.6667,Mediterranean,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3.1668,True,0,chicken,cannellini beans,beans,chopped tomatoes,chicken broth,bay leaf,dried thyme,red pepper,escarole,parmesan,chopped fresh parsley,salt and pepper,salt and pepper,,,,,,,,340.20000000000005,wt,0.0,wt,0.0,wt,0.0,wt,354.885,vol,1.0,whole,4.929,vol,1.23225,vol,1.0,whole,59.1475,vol,29.574,vol,0.0,whole,0.0,whole,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
19337,Herb_crusted-Rack-Of-Pork-My-Recipes,Herb-Crusted Rack Of Pork,4,6300.0,8.0,8 servings,Main Dishes,American,0.3333,1.0,0.8333,0.3333,0.8333,0.3333,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3.6665,True,0,pork,olive oil,salt,"garlic cloves, minced",fresh basil,fresh thyme,chopped fresh parsley,ground pepper,margarine,all-purpose flour,chicken broth,tomato paste,fresh sage,pepper,thyme sprigs,,,,,,0.0,wt,44.361000000000004,vol,7.3935,vol,7.0,whole,78.86333333333333,vol,78.86333333333333,vol,78.86333333333333,vol,29.574,vol,59.1475,vol,78.86333333333333,vol,411.07500000000005,wt,14.787,vol,29.574,vol,1.23225,vol,0.0,whole,0.0,,0.0,,0.0,,0.0,,0.0,,0
19343,Crown-Roast-Of-Pork-My-Recipes,Crown Roast of Pork,4,,10.0,10 Servings,Main Dishes,American,0.0,0.5,0.1667,0.6667,0.1667,0.1667,,Christmas,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1.6668,True,0,pork chops,olive oil,fresh sage,fresh thyme,salt and pepper,salt and pepper,large onion,chicken broth,,,,,,,,,,,,,4536.0,wt,29.574,vol,29.574,vol,29.574,vol,0.0,whole,0.0,whole,1.0,whole,411.07500000000005,wt,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
19347,Shrimp-With-Artichoke-Pesto-Epicurious,Shrimp with Artichoke Pesto,4,2100.0,8.0,Makes 8 appetizer servings,Main Dishes,American,0.0,0.6667,0.3333,0.3333,0.5,0.1667,,Spring,,,Appetizers,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,2.0,True,0,artichokes,fresh basil leaves,cloves garlic,extra-virgin olive oil,pecorino cheese,freshly grated parmesan cheese,jumbo shrimp,,,,,,,,,,,,,,2.0,whole,236.59,vol,1.0,whole,236.59,vol,14.787,vol,14.787,vol,32.0,whole,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
19358,Pork-Chili-Verde-1011432,Pork Chili Verde,4,7200.0,4.0,,Main Dishes,Mexican,0.8333,0.8333,0.1667,0.1667,0.1667,0.1667,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2.3334,True,0,chicken broth,tomatillos,green onions,fresh cilantro,cloves garlic,canola oil,pork shoulder,pork shoulder,chopped onion,cumin seeds,green chiles,dried oregano,yukon gold potatoes,cilantro,corn tortillas,salt and pepper to taste,salt and pepper to taste,,,,3.0,whole,453.6,wt,0.0,wt,1.5,whole,8.0,whole,0.0,whole,0.0,wt,0.0,wt,473.18,vol,14.787,vol,198.45000000000002,wt,9.858,vol,453.6,wt,0.0,vol,0.0,vol,6.161250000000001,vol,6.161250000000001,vol,0.0,,0.0,,0.0,,0
19361,Hari-Nayak_s-Chicken-Curry-in-a-Hurry-_Bhuna-Masala-Murgh_-Serious-Eats-280712,Hari Nayak's Chicken Curry in a Hurry (Bhuna Masala Murgh),5,2700.0,4.0,serves 4,Main Dishes,Indian,0.0,0.5,0.3333,0.5,0.3333,0.1667,Asian,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1.8333,True,0,chopped onion,serrano,ground turmeric,chopped garlic,fresh ginger,cumin seeds,oil,chicken breasts,salt,tomato paste,garam masala,water,fresh cilantro,,,,,,,,1.0,whole,2.0,whole,3.69675,vol,44.361000000000004,vol,1.0,whole,4.929,vol,59.148,vol,567.0,wt,4.929,vol,29.574,vol,4.929,vol,236.59,vol,59.148,vol,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
19376,Spice_Crusted-Ham-with-Maple-Mustard-Sauce-Epicurious,Spice-Crusted Ham with Maple Mustard Sauce,5,4500.0,8.0,Makes 8 servings,Main Dishes,American,0.0,0.8333,1.0,0.1667,1.0,1.0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4.0,True,0,ham,cloves garlic,fine sea salt,coriander seeds,black peppercorns,all-purpose flour,unsalted butter,flat-leaf parsley leaves,,,,,,,,,,,,,0.0,wt,4.0,whole,7.3935,vol,14.787,vol,14.787,vol,14.787,vol,44.361000000000004,vol,0.0,whole,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
19380,Pot-Roast-with-Dumplings-MyRecipes-219457,Pot Roast with Dumplings,4,14100.0,8.0,8 servings,Main Dishes,American,0.0,0.5,0.6667,0.1667,0.6667,0.3333,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2.3334,True,0,chuck,vegetable oil,onion,beef,thyme sprigs,carrots,parsnips,rutabaga,olive oil,pepper,all-purpose flour,baking powder,salt,fresh thyme leaves,margarine,large eggs,milk,thyme sprigs,,,0.0,wt,14.787,vol,0.0,wt,297.675,wt,4.0,whole,0.0,vol,0.0,vol,1.0,whole,29.574,vol,1.23225,vol,236.59,vol,9.858,vol,1.23225,vol,14.787,vol,29.574,vol,1.0,whole,78.86333333333333,vol,0.0,whole,0.0,,0.0,,0
19390,Grilled-Steak-with-Fresh-Garden-Herbs-Epicurious-52828,Grilled Steak with Fresh Garden Herbs,4,2400.0,4.0,Makes 4 Servings,Main Dishes,American,0.3333,0.5,0.1667,0.1667,0.1667,0.1667,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1.5001,True,0,minced shallots,fresh lemon juice,red wine vinegar,dijon mustard,extra-virgin olive oil,chopped fresh mint,skirt steak,,,,,,,,,,,,,,59.1475,vol,44.361000000000004,vol,14.787,vol,4.929,vol,59.1475,vol,177.4425,vol,0.0,wt,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
19392,Salmon-Teriyaki-960947,Salmon Teriyaki,4,1200.0,2.0,2 servings,Main Dishes,Asian,0.0,0.1667,0.8333,0.3333,0.8333,0.8333,Japanese,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2.9999,True,0,soy sauce,sake,sugar,ginger root,vegetable oil,salmon fillet,,,,,,,,,,,,,,,29.574,vol,14.787,vol,14.787,vol,1.23225,vol,2.4645,vol,2.0,whole,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
19401,Thai-Shrimp-Curry-Epicurious_1,Thai Shrimp Curry,5,2100.0,8.0,Makes 8 servings,Main Dishes,Asian,0.0,0.5,0.1667,0.6667,0.1667,0.1667,Thai,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.6668,True,0,peanut oil,onion,chopped onion,greens,coconut milk,chicken broth,thai fish sauce,sugar,plum tomatoes,shrimp,fresh cilantro,lime wedges,,,,,,,,,14.787,vol,236.59,vol,236.59,vol,29.574,vol,0.0,wt,236.59,vol,44.361000000000004,vol,9.858,vol,236.59,vol,907.2,wt,0.0,whole,0.0,whole,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
19408,Grilled-Eggplant-Parmigiana-Epicurious,Grilled Eggplant Parmigiana,5,1800.0,4.0,Makes 4 servings,Main Dishes,Italian,0.0,0.5,0.6667,0.6667,0.8333,0.6667,,Summer,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,3.3334,True,0,olive oil,cloves garlic,hot red-pepper flakes,tomatoes,salt,fresh basil,parmigiano-reggiano,eggplant,whole milk,,,,,,,,,,,,59.1475,vol,2.0,whole,1.23225,vol,0.0,wt,2.4645,vol,59.1475,vol,14.175,wt,226.8,wt,0.0,wt,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
19410,Roasted-Turkey-Martha-Stewart,Roasted Turkey,5,13500.0,10.0,servings: 10,Main Dishes,American,0.0,0.5,0.1667,0.6667,0.1667,0.1667,Southern & Soul Food,Christmas,Thanksgiving,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,1.6668,True,0,turkey,celery stalk,bay leaf,carrots,medium onion,butter,poultry seasoning,coarse salt and pepper,coarse salt and pepper,,,,,,,,,,,,0.0,wt,1.0,whole,2.0,whole,2.0,whole,0.0,vol,59.148,vol,4.929,vol,0.0,wt,0.0,wt,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
19414,Cajun-Chicken-Stew-Epicurious,Cajun Chicken Stew,4,5400.0,6.0,Makes 6 servings,Main Dishes,American,0.3333,0.3333,0.8333,0.3333,0.6667,1.0,Cajun & Creole,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3.4999,True,0,vegetable oil,chicken,salt,all-purpose flour,"medium onion, chopped",green bell pepper,celery rib,water,cayenne,scallion greens,,,,,,,,,,,88.72200000000001,vol,226.8,wt,12.322500000000002,vol,118.295,vol,1.0,whole,0.0,wt,1.0,whole,709.77,vol,1.23225,vol,177.4425,vol,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
